A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,wetland_label
-1085,-984,-1476,-1034,-797,-88,-157,984,1137,1727,1476,-753,-415,-753,-384,-354,39,-669,384,325,591,2069,-297,3014,-2069,-1245,935,-2679,1085,-888,-591,1929,2761,-1358,-246,1085,1417,935,-591,1137,-1085,-1793,271,-415,177,711,-984,888,1476,-1034,-1190,1860,-591,-1085,1034,-2441,-553,753,-553,-22,-103,-2364,448,2214,19
-1190,-517,-1085,-448,-271,1793,711,1137,120,1929,888,-711,-1245,-384,-888,325,-1245,-888,-448,-222,-669,711,-354,2288,-1476,138,1190,-1600,1085,-753,-753,-138,3188,-1537,-222,1137,842,-629,-935,2519,-1537,-199,1137,-1663,-591,1358,-1727,1663,1537,-1137,-1727,2069,-177,-1085,1245,-2214,384,415,-415,-297,-325,-3100,-222,1358,19
-629,-984,-1600,-1137,-888,120,-22,1301,753,1245,1034,-1245,-325,-1190,246,-271,354,-1245,325,482,842,1793,-415,2364,-2214,-711,797,-3014,888,-1034,-1085,2761,2069,-1137,-138,325,1476,222,-591,1301,-1137,-1417,1034,-325,-325,1476,-1600,842,-325,-1245,-271,1301,-1137,-984,482,-1793,-15,1929,-753,669,-88,-2441,-138,2844,19
-984,-984,-1929,-935,-415,-103,842,1301,669,1137,1137,-1476,-415,-1301,138,-74,415,-984,222,325,711,2214,-669,2069,-2069,-1358,1034,-2761,888,-1190,-1137,3014,1600,-711,-517,103,935,-222,-711,1245,-984,-1663,1301,-271,-415,1600,-1358,711,-415,-1085,-517,1085,-1663,-591,222,-1727,-482,1417,177,74,2,-2928,138,2844,19
-1600,-1793,-2288,-935,-553,-1085,-138,517,1476,325,711,-297,271,-297,-711,-984,-629,-935,9,246,-297,1663,-1034,2441,-2761,-1034,1034,-2069,797,-935,-74,2288,246,-842,-629,1663,297,1537,-384,2214,-138,-842,1245,-138,482,1476,-1245,-74,325,-2441,-2599,1727,354,-888,103,-1663,-888,669,-1245,354,222,-1929,669,2364,19
-591,-935,-1245,-1301,-935,415,354,1358,753,1301,935,-1245,-246,-1663,448,-177,517,-842,384,415,842,2069,-448,2364,-1929,-888,984,-2928,1137,-1358,-984,2679,2364,-1245,-384,591,1190,-61,-517,753,-1245,-1358,888,-222,-120,1727,-1793,1085,-199,-984,-49,1245,-1301,-1034,553,-1537,157,1998,-935,629,-22,-2519,-517,2519,19
-1663,-3014,-1137,-1085,753,297,246,-177,61,-30,384,297,-1537,49,-1245,1537,-1476,1417,1537,271,-888,-297,-629,1245,9,-482,2214,-888,1727,-1190,-15,753,448,482,-1417,3014,-1358,-354,-935,2141,935,1301,-842,711,2214,-1663,-553,482,1929,-2141,-2288,103,-88,-1860,2288,-1034,-517,-297,-984,1245,415,-753,-138,-246,19
-629,-888,-1860,-1034,-103,9,888,1537,384,1085,1245,-1417,-325,-1600,103,5,669,-1190,297,553,888,1860,-669,1727,-1600,-1301,842,-2441,1085,-1190,-1537,3014,1727,-669,-753,103,888,22,-711,1245,-1085,-1793,1537,-88,-415,1663,-1727,842,-842,-711,384,1034,-1537,-711,-120,-888,-591,2069,177,61,-354,-2761,-325,3014,19
-297,-1085,-1600,-1417,-553,325,553,1358,553,1190,1190,-1190,-74,-1600,297,15,297,-1034,354,482,984,1793,-711,1998,-1793,-1137,1085,-2761,1476,-1417,-984,2844,1929,-888,-517,669,888,-2,-591,669,-1301,-1663,1301,-120,-354,1663,-1998,935,-842,-1137,199,842,-1358,-1085,384,-888,-15,1998,-591,325,-15,-2519,-591,3100,19
-9,-935,-1190,-1600,-177,1301,61,1190,271,2069,1190,-1245,-553,-1358,-888,15,-354,-517,842,246,354,2069,-553,1727,-1727,-384,2141,-2844,1600,-1600,-591,2364,2599,-1358,-1245,1727,1301,-177,-177,1085,-842,-753,797,-629,669,1085,-1417,1245,1245,-2441,-61,629,103,-935,482,-1476,797,711,-984,157,325,-1727,-482,2441,19
-384,-669,-1245,-1537,-415,935,-103,1301,629,1663,1190,-591,-669,-482,-842,482,-384,-842,842,-88,669,1358,-22,1727,-1793,-669,2599,-2928,1417,-984,-629,1727,2679,-1358,-354,1537,1600,325,-297,1600,-1537,-935,591,-888,88,711,-1600,1301,1793,-2441,-482,1190,-199,-1301,888,-1860,517,517,-753,-61,-30,-1793,-354,2599,19
-271,-1301,-1358,-1085,-157,669,297,1600,354,1034,1600,-1417,-325,-1793,354,-199,482,-984,354,354,842,1727,-629,1793,-1793,-935,1137,-2761,1358,-888,-1301,2679,1860,-842,-384,888,935,-415,-553,984,-1034,-1663,1476,-177,-482,1476,-1998,1301,-984,-984,177,1085,-1358,-935,177,-1245,74,2069,-222,199,-199,-2519,-517,3100,19
-591,-1190,-1417,-1537,-629,384,448,1301,384,1301,1358,-1358,-297,-1600,-177,15,246,-1034,384,448,797,1793,-517,2288,-2069,-1034,1137,-2761,1417,-1245,-935,2519,2214,-1085,-384,1085,842,-157,-753,984,-1245,-1358,935,-199,-297,1476,-1860,1085,-415,-1476,-177,1190,-1245,-1085,415,-1301,448,1663,-711,482,74,-2364,-553,2844,19
-1245,-753,-1417,-1085,-1137,-246,120,629,1245,1417,888,-354,-448,-271,-753,-222,103,-797,984,22,-9,2069,-517,2519,-2288,-1190,1793,-2519,711,-1476,88,1537,2928,-1860,-415,1793,711,517,-120,1085,-1190,-553,246,-842,157,553,-935,1085,2069,-2141,-1663,1476,-61,-1034,1358,-2214,-517,297,-1137,-39,30,-2288,9,1860,19
-354,-1137,-1600,-1537,-797,553,482,1476,384,984,1137,-1301,-157,-1600,157,88,246,-1190,591,222,797,1537,-553,2214,-1663,-935,1085,-2844,1190,-1301,-1085,2761,2069,-842,-448,591,888,-199,-517,842,-1537,-1301,1245,-120,-415,1860,-2069,935,-591,-1358,88,888,-1245,-1137,517,-984,415,1998,-753,753,-120,-2441,-669,2928,19
-888,-1860,-1537,-1245,-222,984,138,1417,-199,1793,1085,-1417,-553,-1085,-415,39,-384,-1358,415,157,354,1727,-1245,1929,-2288,-669,842,-2928,1085,-1137,-711,2214,2364,-629,-384,797,482,-517,-384,1417,-1085,-711,1476,-842,-384,935,-1417,1245,-842,-1476,-103,1301,-1663,-984,222,-1476,553,1600,-177,553,-517,-2599,-591,2761,19
-1137,-1727,-553,-482,271,1476,-49,711,482,2519,984,-1137,-1600,-61,-2069,-553,-935,246,271,-177,199,1245,-797,629,-1245,-935,984,-120,384,9,888,22,2679,-984,-2214,669,-753,1245,-384,3100,297,-138,222,-1245,-39,199,-384,-120,1929,-1998,-1537,3188,39,-1417,935,-2761,-103,711,797,1358,-157,-2761,-22,-384,19
-753,-482,-1358,-1137,-888,325,753,1476,591,1245,1358,-1034,-103,-1245,-246,22,325,-1358,669,415,797,1663,-384,2214,-1860,-984,1190,-2928,935,-1190,-984,2761,2288,-935,-711,888,1137,-49,-797,984,-1301,-1190,984,-297,-325,1476,-1929,1085,199,-1793,-553,1358,-935,-842,325,-1476,-103,1860,-354,354,-157,-2599,-325,2928,19
-1034,-1190,-448,-1034,-1085,222,61,629,711,1245,669,199,-177,-629,-482,448,-591,-935,199,-354,-271,629,-984,2844,-1860,629,1727,-1860,1085,-1137,-711,517,2364,-1137,1137,2441,1358,-384,-1190,1663,-1727,-354,-222,-984,-120,1085,-1537,1190,935,-1190,-2599,2069,-984,-935,1860,-2441,629,984,-1417,297,-61,-2141,354,1998,19
-1793,-1190,-1034,-1137,-797,-120,553,-199,517,753,2214,297,-753,415,-1663,138,-448,482,297,384,-354,-177,246,1245,-629,-517,2519,-415,-415,797,157,711,2141,-669,-1137,797,-1301,448,5,1929,415,553,-222,-1245,-61,-888,842,-984,3460,-3100,-2288,1600,591,-2141,2141,-3100,-120,-753,669,199,157,-1929,517,-1137,19
-354,-984,-1085,-1301,-935,753,271,1417,591,1417,1190,-1301,-222,-1537,-61,30,74,-1190,448,482,711,1793,-325,2069,-1860,-753,1245,-2928,1358,-1358,-797,2679,2214,-1301,-591,1190,1190,-138,-517,888,-1301,-842,1085,-384,-74,1537,-1998,1137,74,-1727,39,1034,-842,-935,448,-1476,591,1793,-1245,888,39,-2214,-553,2679,19
-711,-753,-1537,-591,-984,61,354,1245,753,1417,753,-1137,-177,-1190,271,415,297,-1537,482,246,517,1476,-448,2364,-2214,-629,1245,-3100,415,-1190,-1417,2441,2069,-1085,-222,669,1537,-61,-669,1417,-1137,-629,935,-482,-553,1600,-1860,1085,-199,-1793,-753,1190,-1034,-888,553,-2069,157,1998,-629,711,49,-2441,49,2599,19
-354,-1190,-1301,-1476,-669,517,553,1476,246,1245,1085,-1190,-61,-1137,-157,271,88,-1476,591,138,935,984,-517,1929,-1793,-711,1358,-3014,1190,-1034,-1190,2761,2069,-669,-629,888,1358,-297,-482,1190,-1476,-1301,1137,-297,-384,1537,-1929,1085,-415,-1998,-9,984,-1137,-1190,415,-1085,517,1929,-669,448,-49,-2288,-629,3100,19
-384,-1137,-1793,-1727,-797,297,591,1190,553,1034,1301,-1245,-138,-1600,9,-2,271,-984,448,384,842,1600,-629,1998,-1793,-1245,1085,-2599,1476,-1301,-888,2599,2141,-984,-591,629,842,157,-482,842,-1600,-1600,1245,-120,-448,1793,-2069,797,-448,-1301,74,888,-1358,-1417,553,-753,297,1727,-629,271,138,-2519,-629,3014,19
-629,-1537,-2069,-1245,-325,-297,1137,935,415,842,1476,-1417,-157,-1663,199,49,935,-1085,74,591,711,1663,-984,1793,-1929,-984,629,-2214,1301,-935,-1358,2599,1663,-935,-120,448,199,-415,-711,1663,-1085,-1663,1417,22,-669,1663,-1727,842,-1137,-1085,-246,1301,-1663,-629,103,-984,-271,1929,-39,482,-199,-2844,-199,3100,19
-1245,-1860,-1245,-1860,-591,-39,-384,2141,1417,753,1190,-1190,753,-1245,138,-669,1663,-1663,669,553,842,1417,-797,1190,-2069,-517,797,-2599,935,-1417,-415,2844,1190,-1417,-1190,199,1417,-415,-157,1663,-591,-1190,842,-88,-797,2214,-1417,30,-888,-1301,222,591,-1417,-1301,-22,-384,-415,984,-1190,246,-222,-2214,482,3014,19
-482,-753,-711,-888,-1137,669,61,669,711,1301,1085,-1137,-415,-1727,-177,325,-222,-842,246,482,199,2214,-246,2441,-2069,-517,1476,-2599,1190,-1929,-753,1793,2761,-1301,-415,1417,1417,-88,-482,591,-1537,-325,984,-797,-74,1537,-1600,1537,935,-1600,-354,1034,-448,-935,753,-1998,669,1476,-1085,629,-22,-2679,-448,2364,19
-1085,-984,-2141,-935,-669,-177,-246,935,1301,1358,797,-482,-246,-482,-157,-222,297,-1190,517,-246,103,1793,-629,2679,-2441,-1301,984,-3368,384,-1034,-669,2141,1998,-1860,5,591,1417,842,-354,1663,-482,-797,591,-669,103,984,-984,325,1190,-2069,-1537,1860,-591,-669,935,-2761,9,448,-629,88,177,-2214,711,1860,19
-517,-1190,-1793,-1663,-482,199,711,1417,553,1034,1137,-1190,-199,-1663,271,-15,384,-984,325,384,935,1929,-888,2069,-1663,-1358,935,-2679,1476,-1417,-1034,3014,1663,-797,-482,384,553,22,-482,669,-1190,-1727,1245,74,-325,1727,-1998,629,-1085,-842,325,888,-1476,-1034,177,-669,-120,1727,-517,297,-88,-2519,-517,3100,19
-553,-1137,-1358,-1417,-842,448,384,1600,711,1301,1245,-1476,177,-1600,-5,-271,-74,-1034,448,448,711,1476,-553,1998,-1860,-591,1476,-2928,1358,-1137,-1085,2679,1860,-1190,-753,1190,1190,-199,-384,1137,-1245,-1301,984,-325,-61,1793,-1727,1085,-103,-1998,103,1034,-984,-1034,448,-1190,415,1998,-1034,384,199,-2141,-448,2761,19
-517,-1085,-1663,-1600,-753,384,935,1417,591,1034,1245,-1358,0,-1537,177,-199,246,-842,553,482,888,1727,-753,1793,-1727,-1137,1245,-2599,1417,-1301,-888,2679,1998,-935,-711,842,629,-325,-415,711,-1417,-1600,1245,-246,-517,1663,-1929,1085,-711,-1245,61,842,-1358,-1085,384,-842,88,1860,-711,199,5,-2679,-711,3014,19
-1034,-1085,-1663,-482,-157,49,1190,1245,888,1301,984,-1190,-517,-1190,246,138,629,-1537,22,448,591,1998,-669,1663,-2069,-1245,888,-2364,984,-1245,-1358,2599,1600,-1085,-629,448,888,-629,-1085,1860,-984,-1190,1476,-384,-797,1476,-1245,935,-553,-1476,-448,1417,-1476,-157,39,-1537,-591,1301,415,199,-297,-3460,482,2761,19
-177,-842,-753,-1190,-629,1085,138,1860,448,1417,1137,-1301,-138,-1301,2,246,-246,-1417,888,157,669,1301,-271,2069,-1417,-415,1301,-3278,1358,-1301,-1137,2519,2214,-842,-753,1301,1663,-448,-517,935,-1417,-753,1190,-448,39,1537,-2069,1417,9,-1727,177,1034,-984,-888,384,-1537,711,1793,-888,553,30,-1929,-797,2844,19
-120,-935,-1034,-1245,-629,797,297,1663,199,1245,935,-1085,-246,-1245,120,517,-49,-1537,797,157,711,888,-482,1929,-1600,-384,1358,-3278,1137,-1085,-1358,2599,2069,-753,-517,1137,1537,-482,-629,1137,-1417,-842,1137,-354,-246,1727,-2214,1476,-415,-1663,2,1034,-1137,-984,448,-1245,591,2141,-629,711,-61,-2141,-753,2928,19
-448,-1085,-1929,-1358,-591,-222,415,1245,797,1085,1190,-1301,-61,-1476,384,-271,629,-1034,120,482,797,1929,-753,2214,-2069,-1190,797,-2679,1085,-1301,-1190,3100,1663,-1085,-354,138,935,246,-448,1034,-888,-1793,1190,-9,-415,1727,-1600,629,-842,-984,-61,984,-1358,-984,297,-1245,-415,1860,-482,325,-30,-2599,49,3014,19
-384,-1085,-1600,-1358,-629,271,629,1301,448,1137,1085,-1085,-157,-1417,246,157,271,-1137,325,448,984,1600,-669,2069,-1793,-1034,1137,-2679,1417,-1358,-1085,2761,1998,-935,-384,591,935,39,-753,797,-1417,-1537,1245,-177,-384,1663,-1998,984,-753,-1301,49,888,-1358,-1190,448,-984,88,2069,-669,482,-61,-2441,-553,3188,19
-1085,-1137,-1537,-1860,-482,-888,-517,1600,1860,935,354,177,-415,-1085,384,-2364,669,-1358,797,384,517,1998,-1537,1034,-482,1417,-88,-3014,-297,-1301,-246,-354,2141,-2214,-177,984,2679,1793,-30,1085,-753,138,-797,157,984,1600,448,-61,1929,-415,-1793,1190,1929,-415,553,482,-448,1245,-2599,482,-297,-61,517,1793,19
-1034,-1663,-1190,-2364,-669,-753,-1085,1137,1417,1034,935,-591,271,-629,-753,-842,1600,-1793,39,-74,199,1476,-842,1358,-2679,-517,-5,-2214,1190,-1085,888,842,1929,-2364,-1417,753,1793,1793,-354,2364,-797,-448,482,177,-415,2214,-88,-354,1085,-2214,-1034,1537,-384,-888,797,-177,-297,-9,-1476,22,49,-1663,753,2441,19
-1358,-553,-517,-1245,-553,-669,222,935,711,1727,1301,-222,-1085,177,-842,-517,88,-1245,984,199,415,138,-1034,222,-935,-711,2214,-1476,-1190,482,482,1085,1793,-842,-1860,-199,-354,2069,271,1358,1301,1600,-448,-888,-74,88,297,-1998,3014,-2928,-2288,2288,591,-1860,1793,-2679,2,120,1137,1137,-15,-1417,-591,-797,19
-354,-1137,-1727,-1537,-517,415,669,1537,222,984,1190,-1245,-15,-1663,103,15,246,-1034,553,384,711,1417,-797,1998,-1537,-935,1085,-2761,1417,-1358,-1301,2844,1929,-797,-448,753,753,-271,-553,753,-1245,-1600,1417,-177,-482,1793,-2069,1034,-984,-1301,120,842,-1245,-1190,325,-797,222,1998,-591,384,22,-2364,-669,3100,19
-984,-1417,-1793,-669,-448,325,669,1301,935,753,1301,-1417,-415,-1417,325,138,354,-1190,30,325,448,1358,-448,2288,-1793,-888,984,-2761,984,-797,-1727,2679,1537,-517,-711,325,1137,-753,-629,1929,-984,-1417,1537,-157,-629,1663,-1793,984,-669,-1600,-711,1137,-1476,-354,297,-1663,-271,1998,-39,120,39,-2761,354,2599,19
-482,-1190,-1476,-1301,-984,-271,-935,517,1301,1190,1245,15,-591,-448,-888,-482,-448,-553,797,-138,-88,2214,-711,2519,-2069,-669,1929,-2844,842,-1085,-553,935,2519,-1929,-629,1417,1537,1245,711,1301,-984,-271,199,-1190,711,246,-797,753,2679,-2069,-1085,1417,517,-1476,1034,-2069,354,-5,-1727,74,711,-984,246,1727,19
-629,-1085,-1301,-1301,-1085,517,61,1137,448,1476,1137,-1085,-415,-1034,-482,297,-325,-1034,482,271,753,1245,-415,2364,-2214,-354,1663,-2761,1190,-1190,-1085,2069,2519,-1301,-517,1417,1600,-120,-669,1417,-1600,-984,888,-553,-222,1476,-1727,1301,448,-2069,-482,1245,-591,-1034,797,-1245,482,1663,-842,448,157,-2288,-325,2679,19
-354,-1034,-1190,-1301,-669,1034,157,1537,517,1417,1085,-1190,-246,-1476,-74,157,-177,-984,553,325,448,1663,-553,2288,-1727,-517,1245,-3100,1358,-1417,-935,2141,2364,-1137,-354,1301,1190,-325,-669,797,-1537,-797,1085,-482,-222,1727,-1929,1417,103,-1537,39,1085,-935,-1085,629,-1358,842,1600,-1190,753,-138,-2364,-669,2761,19
-935,-1190,-1476,-2761,-1137,-842,-1190,482,448,842,591,591,-517,-1034,-354,-2679,591,325,935,415,629,1727,-1417,842,-984,1929,74,-2928,88,-5,-482,-984,2519,-2599,271,1245,2141,1358,-103,448,-1190,-325,-1245,-22,1245,1190,553,354,2679,-448,-1727,1358,2214,-1137,591,-103,22,1085,-1793,448,177,-482,9,669,19
-842,-1137,-1929,-1600,-753,297,629,1245,482,1301,984,-1245,-39,-1245,-553,120,-482,-935,517,325,591,1663,-711,2141,-2069,-888,1358,-2679,1476,-1417,-711,2141,2069,-888,-325,1190,1190,5,-669,1137,-1663,-1301,888,-325,-103,1793,-1537,1034,74,-1929,-384,1034,-1137,-1476,711,-1034,591,1537,-984,103,88,-2364,-157,2928,19
-246,-1034,-1663,-1537,-271,325,797,1476,482,935,1137,-1245,-222,-1727,354,103,553,-1085,415,354,888,1860,-753,2069,-1663,-1245,1034,-2844,1417,-1417,-1301,3100,1600,-797,-517,553,711,-297,-482,797,-1085,-1600,1358,103,-325,1793,-1998,888,-1034,-1137,199,797,-1358,-753,103,-753,-74,1793,-415,415,-103,-2441,-553,3100,19
-482,-1358,-1417,-1417,-711,711,553,1417,553,1417,1301,-1301,-39,-1663,138,-88,177,-1034,553,482,797,1663,-669,1860,-1860,-935,1190,-2679,1417,-1245,-842,2364,2288,-1137,-553,984,797,-246,-553,1034,-1417,-1245,1085,-246,-354,1600,-1929,1137,-325,-1476,49,1190,-1245,-1245,482,-1034,517,1860,-888,482,49,-2441,-797,2844,19
-1034,-1417,-1190,-888,-591,482,842,1301,448,1085,1663,-1085,-325,-1085,-22,271,74,-1137,517,325,246,1085,-517,2141,-1929,-669,1358,-2679,797,-1137,-1537,1998,2441,-711,-711,1137,629,-888,-669,1663,-1600,-888,1245,-797,-1085,1190,-1860,1663,-297,-1998,-482,1190,-984,-797,553,-1245,49,1860,-49,103,-384,-2844,-88,2844,19
-753,-1137,-1998,-1417,-517,74,1034,1476,482,753,1358,-1085,0,-1301,-177,415,199,-1245,591,271,591,1358,-842,2141,-1537,-1417,1085,-2599,1301,-1190,-1417,2761,1727,-354,-797,591,354,-415,-517,1085,-1417,-1537,1537,-61,-629,1727,-1929,1085,-935,-1663,-354,711,-1301,-935,39,-842,-246,1793,74,-120,-354,-2599,-177,3100,19
-1476,-2761,-711,-1537,-246,-448,-222,-842,-629,2364,669,-271,-753,-669,-1929,-629,482,1417,-384,888,2,935,-1417,1358,-1727,61,797,199,553,-120,-30,-842,2364,-1537,-711,711,-842,669,-482,2599,-1137,39,-177,-553,-271,1137,-271,-297,1998,-2214,-1727,3188,354,-1663,1600,-1998,591,1137,384,753,-222,-2679,-935,-669,19
-222,-669,-797,-1137,-753,797,297,1663,482,1727,1358,-1190,-138,-1476,-74,-177,177,-1034,842,138,753,1301,-271,1727,-1663,-517,1929,-2679,1190,-1358,-984,2844,2599,-1137,-669,1476,1417,-384,-482,1034,-1245,-1137,1085,-629,-120,1301,-1998,1245,448,-1929,-30,1301,-629,-1034,517,-1537,415,1727,-711,325,157,-2141,-629,2761,19
-842,-1537,-2214,-2679,-753,30,482,1190,1537,711,1190,-448,-415,-1600,984,-888,1190,-1190,1358,61,711,2599,-1476,1245,-1600,-591,384,-3742,553,-1663,-1085,1929,2519,-1929,-753,325,797,-384,-15,888,-517,-711,753,39,30,1663,-984,1085,-297,-1034,-39,517,-61,-711,-629,-482,-448,1417,-1137,629,-39,-1190,-297,2519,19
-629,-591,-1034,-1663,-669,797,-517,888,842,1600,1137,-199,-935,-74,-984,157,-354,-1034,1190,-138,629,1727,-157,2288,-2288,-797,1600,-3100,797,-1085,-297,1358,3460,-1537,-753,1034,1793,711,-39,1537,-1034,-325,591,-888,222,74,-1190,1034,1793,-2288,-1137,1537,-30,-1137,1034,-2141,517,246,-711,-103,199,-1537,-246,2141,19
39,-157,-1190,-1663,-448,842,-297,1600,517,1663,1417,-1034,-482,-553,-1417,138,-629,-888,842,61,888,1476,-49,1727,-1793,-591,2214,-3100,1476,-797,-415,1417,2441,-1358,-753,1727,1929,797,-246,1358,-1929,-984,415,-448,271,1301,-1476,1190,2214,-2141,-297,1301,-199,-1034,669,-1727,482,711,-669,-157,-88,-1245,-711,2364,19
-138,-984,-1085,-448,-271,935,-61,935,669,1600,1417,-1727,-1085,-1476,138,-199,-246,-1137,-669,199,354,1860,-297,2141,-2214,-325,984,-2761,1727,-753,-1034,2141,1929,-1301,-842,1137,2069,88,-448,1929,-1190,-1358,1417,-629,103,1663,-1417,1301,935,-1137,-448,1663,-984,-246,482,-1793,-271,1358,88,-120,384,-2364,-138,2519,19
-629,-1137,-2069,-1034,-120,-297,1358,1476,120,1600,1301,-1301,-61,-1476,-177,-138,1137,-1600,157,591,517,1600,-1085,1793,-1600,-1137,629,-2069,753,-1358,-1476,2519,1929,-797,-61,271,553,-199,-797,1600,-935,-1137,1600,-246,-888,1537,-1537,935,-1137,-797,-297,1417,-1537,-711,415,-1085,-325,1793,-5,199,-482,-3278,-120,2761,19
-482,-984,-1245,-1085,-842,482,30,1537,629,1417,1137,-1190,-199,-1417,517,-138,415,-1137,517,297,797,1727,-482,2069,-1998,-753,1085,-3278,842,-1245,-984,3100,2141,-1034,-199,517,1301,-103,-448,1137,-984,-1085,984,-246,-199,1476,-1860,888,-325,-1417,-157,1417,-1245,-935,354,-1727,415,1929,-669,753,-30,-2364,-482,2599,19
-384,-888,-1190,-1034,-297,888,325,1190,120,1727,1301,-1358,-711,-1860,103,-74,553,-1085,246,354,888,2069,-517,1998,-1793,-888,888,-2441,1034,-1245,-629,2364,2679,-1358,-157,842,984,-222,-888,888,-1190,-984,1085,-325,-325,1301,-1793,1301,-246,-753,5,1476,-1358,-888,517,-1600,199,1727,-384,842,-517,-3014,-842,2761,19
-1085,-1358,-1663,-354,-797,-325,629,1301,1245,629,1137,-1190,-354,-1034,246,-103,-30,-1190,-74,61,384,1727,-553,2288,-2288,-935,984,-2761,1301,-797,-1417,2844,984,-482,-629,629,1537,-553,-753,1537,-753,-1600,1190,-297,-553,1663,-1137,842,-354,-1417,-1085,1034,-1476,-482,120,-2069,-888,1137,15,-15,384,-3100,1034,2599,19
-711,-15,-797,-1417,-984,984,30,1301,669,1793,935,-797,-482,-888,-482,120,199,-1245,888,103,797,2141,199,2364,-2214,-711,1245,-2928,984,-1245,-482,1860,3368,-1476,-415,935,1537,39,-482,1085,-1301,-553,669,-842,30,984,-1358,1358,1537,-1663,-753,1727,-517,-629,591,-2288,246,984,-482,482,-448,-2441,-222,1727,19
-138,-1190,-1358,-1358,-482,553,354,1417,297,1245,1137,-1085,-22,-1476,199,120,246,-1190,553,354,888,1476,-711,2141,-1793,-797,1190,-2928,1417,-1417,-1137,2761,2141,-888,-448,797,1034,-157,-591,711,-1245,-1301,1358,-325,-325,1600,-2141,1190,-753,-1417,88,935,-1190,-1190,415,-1085,297,2069,-669,517,-30,-2214,-629,3014,19
629,-103,-415,-1245,888,1245,-157,1998,-384,2599,2288,-797,-1600,-711,-888,-842,103,-354,1727,-842,629,88,-888,415,-39,669,3188,-1998,-482,-325,384,1727,2844,-1245,-1860,-384,753,1301,753,797,629,-325,669,-1301,103,-22,-325,-177,2761,-2141,-1034,842,88,-1663,1245,-2519,669,-199,517,553,30,-842,-1860,1245,19
-629,-1600,-1245,-1537,-138,1085,-177,49,354,1245,2069,-354,-1190,-448,-935,415,-553,-448,553,138,-325,1860,-753,2288,-2214,-669,1860,-2519,1301,-1137,-629,984,3188,-1476,-1245,1727,325,138,61,1860,-1245,-120,1034,-1358,-15,9,-1085,1793,2214,-2519,-1137,1085,384,-1085,842,-1600,199,-177,-448,2,222,-1860,49,1476,19
49,-984,-1137,-1137,-354,984,138,1663,157,1358,888,-1190,-199,-1358,-120,415,-246,-1301,888,325,448,1137,-354,1929,-1663,-222,1600,-3100,1476,-1417,-1358,2599,2069,-888,-753,1537,1417,-448,-517,1137,-1137,-591,1301,-629,-22,1663,-2141,1600,-157,-2069,61,888,-711,-1085,448,-1358,669,1860,-984,753,120,-1860,-415,2679,19
-199,-1245,-1417,-1663,-384,591,669,1301,297,1137,1190,-1301,-120,-1727,271,199,517,-1034,448,415,842,1793,-797,2069,-1600,-1034,1034,-2761,1476,-1476,-935,2761,1929,-935,-297,753,517,-354,-669,711,-1245,-1301,1301,-9,-384,1727,-2069,1085,-935,-1085,271,842,-1417,-935,325,-797,222,1860,-591,711,-271,-2441,-888,3100,19
-888,-1034,-1137,-1085,-984,482,22,888,842,1600,1137,-1085,-325,-1245,-669,-120,-669,-711,517,448,61,2364,-591,2214,-2288,-797,1600,-2844,1085,-1663,-553,2069,2599,-1245,-1034,1600,1358,39,103,888,-1034,-482,842,-1034,88,935,-1085,1358,1137,-2214,-297,1034,-354,-888,591,-2141,415,984,-1034,-39,157,-2519,-88,2288,19
-842,-753,-1190,-1301,-935,354,-120,842,1034,1358,1245,-669,-711,-984,-629,-297,-103,-297,842,-271,199,2288,-177,2679,-1929,-797,1929,-2844,753,-1476,-354,1663,3100,-1663,-517,1190,1034,354,0,797,-1034,-669,354,-935,271,669,-984,1085,2141,-2069,-1190,1358,-61,-1476,1190,-2519,-39,199,-888,88,415,-2214,-157,1860,19
-2069,-2288,-669,-629,-1034,-325,-1085,-199,1034,1034,39,-354,-517,138,-1929,-591,-157,1137,-415,384,61,1417,-482,2214,-2364,-629,1476,-199,629,246,325,222,1034,-984,-842,1085,246,1085,-1137,2288,-591,-271,61,-297,22,1085,-448,-482,1727,-2288,-2364,2599,935,-2141,1537,-3014,-482,669,-271,1301,629,-2844,711,-629,19
-246,-448,-1085,-1476,-517,984,138,1245,482,1663,1085,-1137,-553,-984,-984,-222,-222,-669,935,177,629,1929,-325,1929,-1727,-591,2519,-2519,1190,-1358,-120,1860,3188,-1358,-669,1245,1301,88,-199,935,-1417,-935,669,-888,22,888,-1663,1085,1600,-2069,-415,842,-222,-1417,1085,-1793,629,591,-1245,-15,120,-1998,-669,2761,19
138,-246,-888,-1301,-553,984,-482,1998,517,1600,935,-1034,-553,-888,-384,-61,-199,-1245,1245,-5,711,1137,120,1860,-1476,-30,2288,-3278,984,-1085,-935,2679,2679,-1034,-984,1301,2069,120,-103,1034,-753,-629,888,-669,448,984,-1860,1137,1137,-2141,-74,935,-199,-1137,669,-1929,553,1137,-1034,384,415,-1476,-711,2679,19
